id,title,question,dataset_id,dataset_title,activity_url,script_file,classroom_archive,access_mode,duration,level,activity_type,concepts,concept_ids,level_ids,search_aliases,context,hook,materials,advanced_math_stats,teacher_notes,pedagogical_status,teacher_preparation,expected_output,learning_objectives,prerequisites,success_criteria,adaptations,requires_prepared_data,requires_live_download,recommended_use,result_visible_in_page,status
diplomation-tendances-cohortes-long,Tendances de diplomation selon l'IMSE,Comment les taux et leur écart évoluent-ils entre cohortes?,cohortes-diplomation,Cohortes de diplomation,datasets/cohortes-diplomation/activite-longue.qmd,datasets/cohortes-diplomation/activite-longue.R,assets/classroom/cohortes-diplomation.zip,source_required,2-3 heures,Introduction à intermédiaire,Étude de cas; Projet ou tâche longue; Exploration de données,Séries temporelles; Comparaison de groupes; Visualisation; Communication,series-temporelles; comparaison-de-groupes; visualisation; communication,introduction; intermediaire,Communication; communication; Comparaison de groupes; comparaison de groupes; Séries temporelles; séries temporelles; Visualisation; visualisation,Éducation,Un écart entre groupes de milieux ne démontre pas un effet causal du milieu sur un individu. Les données ISQ doivent être obtenues depuis la source avant la séance.,Trousse ZIP et projet RStudio; Script R complet; Script d’acquisition auprès de la source,FALSE,Un écart entre groupes de milieux ne démontre pas un effet causal du milieu sur un individu. Les données ISQ doivent être obtenues depuis la source avant la séance.,a_consolider,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script. Obtenir les données auprès de l’ISQ avec le script fourni, selon les conditions de la source.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Comparer les séries des deux taux de diplomation.; Lire séparément la série des écarts en points de pourcentage.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les séries des deux taux de diplomation.; Lire séparément la série des écarts en points de pourcentage.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,TRUE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
diplomation-comparaison-imse-court,Comparer des taux de diplomation selon l'IMSE,Quel écart de diplomation observe-t-on entre les déciles IMSE extrêmes?,cohortes-diplomation,Cohortes de diplomation,datasets/cohortes-diplomation/activite-courte.qmd,datasets/cohortes-diplomation/activite-courte.R,assets/classroom/cohortes-diplomation.zip,source_required,30-45 minutes,Introduction,Exercice; Exploration de données,Taux; Comparaison de groupes; Statistiques descriptives,taux; comparaison-de-groupes; statistiques-descriptives,introduction,Comparaison de groupes; comparaison de groupes; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Taux; taux,Éducation,Un écart entre groupes de milieux ne démontre pas un effet causal du milieu sur un individu. Les données ISQ doivent être obtenues depuis la source avant la séance.,Trousse ZIP et projet RStudio; Script R complet; Script d’acquisition auprès de la source,FALSE,Un écart entre groupes de milieux ne démontre pas un effet causal du milieu sur un individu. Les données ISQ doivent être obtenues depuis la source avant la séance.,a_consolider,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script. Obtenir les données auprès de l’ISQ avec le script fourni, selon les conditions de la source.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Vérifier que l’écart publié correspond à la différence des deux taux.; Présenter les trois dernières cohortes en points de pourcentage.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Vérifier que l’écart publié correspond à la différence des deux taux.; Présenter les trois dernières cohortes en points de pourcentage.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,TRUE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
condamnations-alimentaires-quebec-long,Mini-projet - Condamnations alimentaires,Comment décrire les amendes et les délais administratifs?,condamnations-alimentaires-quebec,Condamnations des établissements alimentaires au Québec,datasets/condamnations-alimentaires-quebec/activite-longue.qmd,datasets/condamnations-alimentaires-quebec/activite-longue.R,assets/classroom/condamnations-alimentaires-quebec.zip,frozen,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas,Variables catégorielles; Dates; Montants; Communication publique,variables-categorielles; dates; montants; communication-publique,introduction; intermediaire,Communication publique; communication publique; Dates; dates; Montants; montants; Variables catégorielles; variables catégorielles,Santé publique et alimentation,Les établissements inspectés ne constituent pas un échantillon aléatoire. Les condamnations ne donnent pas le risque sanitaire de tous les établissements.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les établissements inspectés ne constituent pas un échantillon aléatoire. Les condamnations ne donnent pas le risque sanitaire de tous les établissements.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Comparer les effectifs, amendes médianes et délais médians par type.; Interpréter l’histogramme des jours entre l’infraction et le jugement.; Formuler une limite qui découle de la source et de l’unité observée.",Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les effectifs, amendes médianes et délais médians par type.; Interpréter l’histogramme des jours entre l’infraction et le jugement.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
condamnations-alimentaires-quebec-court,Laboratoire - Condamnations alimentaires,Que peut-on décrire à partir des condamnations alimentaires?,condamnations-alimentaires-quebec,Condamnations des établissements alimentaires au Québec,datasets/condamnations-alimentaires-quebec/activite-courte.qmd,datasets/condamnations-alimentaires-quebec/activite-courte.R,assets/classroom/condamnations-alimentaires-quebec.zip,frozen,60-90 minutes,Introduction à intermédiaire,Laboratoire d'introduction; Exploration de données,Variables catégorielles; Nettoyage de chaînes; Tableaux de fréquences,variables-categorielles; nettoyage-de-chaines; tableaux-de-frequences,introduction; intermediaire,Nettoyage de chaînes; nettoyage de chaînes; Tableaux de fréquences; tableaux de fréquences; Variables catégorielles; variables catégorielles,Santé publique et alimentation,Les établissements inspectés ne constituent pas un échantillon aléatoire. Les condamnations ne donnent pas le risque sanitaire de tous les établissements.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Les établissements inspectés ne constituent pas un échantillon aléatoire. Les condamnations ne donnent pas le risque sanitaire de tous les établissements.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Compter les condamnations par type d’établissement.; Calculer la médiane et le maximum des amendes en dollars.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les condamnations par type d’établissement.; Calculer la médiane et le maximum des amendes en dollars.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
construction-quartiers-quebec-forme-batie-long,Portrait des permis et de la forme bâtie par quartier,Quel lien descriptif observe-t-on entre densité bâtie et densité de permis?,construction-quartiers-quebec,"Construction, bâtiments et quartiers à la Ville de Québec",datasets/construction-quartiers-quebec/activite-longue.qmd,datasets/construction-quartiers-quebec/activite-longue.R,assets/classroom/construction-quartiers-quebec.zip,frozen,2-3 heures,Intermédiaire à avancé,Étude de cas; Projet ou tâche longue; Exploration de données,Jointure spatiale; Agrégation; Visualisation; Communication,jointure-spatiale; agregation; visualisation; communication,intermediaire; avance,Agrégation; agrégation; Communication; communication; Jointure spatiale; jointure spatiale; Visualisation; visualisation,Aménagement du territoire,"Les permis couvrent la période indiquée dans la table. La superficie du quartier, le parc bâti et l’activité de permis ne mesurent pas la même chose.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Les permis couvrent la période indiquée dans la table. La superficie du quartier, le parc bâti et l’activité de permis ne mesurent pas la même chose.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Comparer nombres de permis, densités et parts de superficie bâtie.; Interpréter le nuage bâtiments par km² contre permis par km² sans causalité.; Formuler une limite qui découle de la source et de l’unité observée.",Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer nombres de permis, densités et parts de superficie bâtie.; Interpréter le nuage bâtiments par km² contre permis par km² sans causalité.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
construction-quartiers-quebec-densite-court,Comparer les permis par quartier,Quels quartiers ont le plus de permis par unité de superficie?,construction-quartiers-quebec,"Construction, bâtiments et quartiers à la Ville de Québec",datasets/construction-quartiers-quebec/activite-courte.qmd,datasets/construction-quartiers-quebec/activite-courte.R,assets/classroom/construction-quartiers-quebec.zip,frozen,30-45 minutes,Intermédiaire,Exercice; Exploration de données; Visualisation,Agrégation; Densité; Statistiques descriptives,agregation; densite; statistiques-descriptives,intermediaire,Agrégation; agrégation; Densité; densité; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives,Aménagement du territoire,"Les permis couvrent la période indiquée dans la table. La superficie du quartier, le parc bâti et l’activité de permis ne mesurent pas la même chose.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Les permis couvrent la période indiquée dans la table. La superficie du quartier, le parc bâti et l’activité de permis ne mesurent pas la même chose.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Classer les quartiers selon les permis par km².; Lire les dix premières valeurs et expliquer leur dénominateur.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Classer les quartiers selon les permis par km².; Lire les dix premières valeurs et expliquer leur dénominateur.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
defavorisation-ecoles-primaires-long,Mini-projet - Défavorisation des écoles,Que décrit une régression exploratoire de l’IMSE?,defavorisation-ecoles-primaires,Indices de défavorisation des écoles primaires du Québec,datasets/defavorisation-ecoles-primaires/activite-longue.qmd,datasets/defavorisation-ecoles-primaires/activite-longue.R,assets/classroom/defavorisation-ecoles-primaires.zip,frozen,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas,Régression linéaire; Prédiction; Résidus; Validation entraînement-test; Biais algorithmiques; Éthique,regression-lineaire; prediction; residus; validation-entrainement-test; biais-algorithmiques; ethique,introduction; intermediaire,Biais algorithmiques; biais algorithmiques; Prédiction; prédiction; Régression linéaire; régression linéaire; Résidus; résidus; Validation entraînement-test; validation entraînement-test; Éthique; éthique,Éducation et équité,"Les indices caractérisent un milieu scolaire, pas chaque élève. Les valeurs masquées par la source restent exclues; la régression décrit une association dans ces données.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Les indices caractérisent un milieu scolaire, pas chaque élève. Les valeurs masquées par la source restent exclues; la régression décrit une association dans ces données.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Ajuster la régression descriptive IMSE selon SFR et le logarithme de l’effectif.; Examiner le résumé et les résidus sans conclure à un effet causal ni à une performance prédictive.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Ajuster la régression descriptive IMSE selon SFR et le logarithme de l’effectif.; Examiner le résumé et les résidus sans conclure à un effet causal ni à une performance prédictive.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
defavorisation-ecoles-primaires-court,Laboratoire - Diffusion et indices de défavorisation,Comment les indices IMSE et SFR sont-ils associés?,defavorisation-ecoles-primaires,Indices de défavorisation des écoles primaires du Québec,datasets/defavorisation-ecoles-primaires/activite-courte.qmd,datasets/defavorisation-ecoles-primaires/activite-courte.R,assets/classroom/defavorisation-ecoles-primaires.zip,frozen,60-90 minutes,Introduction à intermédiaire,Laboratoire d'introduction; Exploration de données,Variables numériques; Régression linéaire; Valeurs manquantes; Diffusion partielle,variables-numeriques; regression-lineaire; valeurs-manquantes; diffusion-partielle,introduction; intermediaire,Diffusion partielle; diffusion partielle; Régression linéaire; régression linéaire; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes; Variables numériques; variables numériques,Éducation et équité,"Les indices caractérisent un milieu scolaire, pas chaque élève. Les valeurs masquées par la source restent exclues; la régression décrit une association dans ces données.",Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,"Les indices caractérisent un milieu scolaire, pas chaque élève. Les valeurs masquées par la source restent exclues; la régression décrit une association dans ces données.",pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Conserver seulement les indices diffusés et calculer leur corrélation.; Lire le nuage des deux indices et vérifier les observations disponibles.; Formuler une limite qui découle de la source et de l’unité observée.,"Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Conserver seulement les indices diffusés et calculer leur corrélation.; Lire le nuage des deux indices et vérifier les observations disponibles.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
ecoles-quebec-long,Mini-projet - Écoles Québec,Comment comparer les implantations scolaires entre régions?,ecoles-quebec,Établissements scolaires du Québec,datasets/ecoles-quebec/activite-longue.qmd,datasets/ecoles-quebec/activite-longue.R,assets/classroom/ecoles-quebec.zip,frozen,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas,Géolocalisation; Cartographie; Jointure; Unité statistique; Double comptage; Données publiques,geolocalisation; cartographie; jointure; unite-statistique; double-comptage; donnees-publiques,introduction; intermediaire,Cartographie; Carte; cartes; cartographie; Données publiques; données publiques; Double comptage; double comptage; Géolocalisation; géolocalisation; Jointure; Jointures; jointure; jointures; Unité statistique; unité statistique,Éducation et territoire,Un nombre d’immeubles ne mesure ni les places disponibles ni les distances d’accès. Il faut annoncer l’unité avant de compter.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Un nombre d’immeubles ne mesure ni les places disponibles ni les distances d’accès. Il faut annoncer l’unité avant de compter.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Comparer les immeubles distincts par région.; Examiner combien de liens correspondent à chaque organisme scolaire.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les immeubles distincts par région.; Examiner combien de liens correspondent à chaque organisme scolaire.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
ecoles-quebec-court,Laboratoire - Écoles Québec,"Combien observe-t-on de liens, d’organismes et d’immeubles scolaires?",ecoles-quebec,Établissements scolaires du Québec,datasets/ecoles-quebec/activite-courte.qmd,datasets/ecoles-quebec/activite-courte.R,assets/classroom/ecoles-quebec.zip,frozen,60-90 minutes,Introduction à intermédiaire,Laboratoire d'introduction; Exploration de données,Géolocalisation; Cartographie; Jointure; Unité statistique; Double comptage,geolocalisation; cartographie; jointure; unite-statistique; double-comptage,introduction; intermediaire,Cartographie; Carte; cartes; cartographie; Double comptage; double comptage; Géolocalisation; géolocalisation; Jointure; Jointures; jointure; jointures; Unité statistique; unité statistique,Éducation et territoire,Un nombre d’immeubles ne mesure ni les places disponibles ni les distances d’accès. Il faut annoncer l’unité avant de compter.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Un nombre d’immeubles ne mesure ni les places disponibles ni les distances d’accès. Il faut annoncer l’unité avant de compter.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Comparer ces trois décomptes, globalement et par région.; Retirer les répétitions d’identifiants d’immeubles avant la carte.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer ces trois décomptes, globalement et par région.; Retirer les répétitions d’identifiants d’immeubles avant la carte.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
emploi-regional-quebec-long,Mini-projet - Emploi régional,Comment les taux d’emploi et de chômage évoluent-ils au Québec?,emploi-regional-quebec,Emploi régional au Québec,datasets/emploi-regional-quebec/activite-longue.qmd,datasets/emploi-regional-quebec/activite-longue.R,assets/classroom/emploi-regional-quebec.zip,source_required,2-3 heures,Introduction à intermédiaire,Projet ou tâche longue; Étude de cas,Séries temporelles; Comparaison de groupes; Données d'enquête; Qualité des estimations; Analyse exploratoire; Statistiques descriptives; Indicateurs socioéconomiques,series-temporelles; comparaison-de-groupes; donnees-d-enquete; qualite-des-estimations; analyse-exploratoire; statistiques-descriptives; indicateurs-socioeconomiques,introduction; intermediaire,Analyse exploratoire; analyse exploratoire; Comparaison de groupes; comparaison de groupes; Données d'enquête; données d'enquête; Indicateurs socioéconomiques; indicateurs socioéconomiques; Qualité des estimations; qualité des estimations; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Séries temporelles; séries temporelles,Marché du travail,"Il s’agit d’estimations d’enquête. Les unités, indicateurs de qualité et territoires doivent être conservés; les écarts ne prouvent pas une cause économique.",Trousse ZIP et projet RStudio; Script R complet; Script d’acquisition auprès de la source,FALSE,"Il s’agit d’estimations d’enquête. Les unités, indicateurs de qualité et territoires doivent être conservés; les écarts ne prouvent pas une cause économique.",a_consolider,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script. Obtenir les données auprès de l’ISQ avec le script fourni, selon les conditions de la source.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Comparer les séries temporelles des deux indicateurs dans les territoires retenus par le script.; Distinguer une variation observée d’une explication causale.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les séries temporelles des deux indicateurs dans les territoires retenus par le script.; Distinguer une variation observée d’une explication causale.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,TRUE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
emploi-regional-quebec-court,Laboratoire - Emploi régional,Comment les taux de chômage évoluent-ils dans les territoires retenus?,emploi-regional-quebec,Emploi régional au Québec,datasets/emploi-regional-quebec/activite-courte.qmd,datasets/emploi-regional-quebec/activite-courte.R,assets/classroom/emploi-regional-quebec.zip,source_required,60-90 minutes,Introduction à intermédiaire,Laboratoire d'introduction; Exploration de données,Séries temporelles; Comparaison de groupes; Données d'enquête; Qualité des estimations; Analyse exploratoire; Statistiques descriptives,series-temporelles; comparaison-de-groupes; donnees-d-enquete; qualite-des-estimations; analyse-exploratoire; statistiques-descriptives,introduction; intermediaire,Analyse exploratoire; analyse exploratoire; Comparaison de groupes; comparaison de groupes; Données d'enquête; données d'enquête; Qualité des estimations; qualité des estimations; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Séries temporelles; séries temporelles,Marché du travail,"Il s’agit d’estimations d’enquête. Les unités, indicateurs de qualité et territoires doivent être conservés; les écarts ne prouvent pas une cause économique.",Trousse ZIP et projet RStudio; Script R complet; Script d’acquisition auprès de la source,FALSE,"Il s’agit d’estimations d’enquête. Les unités, indicateurs de qualité et territoires doivent être conservés; les écarts ne prouvent pas une cause économique.",a_consolider,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script. Obtenir les données auprès de l’ISQ avec le script fourni, selon les conditions de la source.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Comparer les séries du Québec, de Montréal et de la Capitale-Nationale dans leur unité.; Lire les indicateurs de qualité avant de commenter les écarts.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Comparer les séries du Québec, de Montréal et de la Capitale-Nationale dans leur unité.; Lire les indicateurs de qualité avant de commenter les écarts.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,TRUE,Laboratoire guidé,FALSE,Documentation de source et ressources de classe fournies
etablissements-acces-long,Portrait territorial prudent des établissements d'enseignement,Comment préparer un portrait territorial sans confondre les unités?,etablissements-enseignement,Localisation des établissements d'enseignement au Québec,datasets/etablissements-enseignement/activite-longue.qmd,datasets/etablissements-enseignement/activite-longue.R,assets/classroom/etablissements-enseignement.zip,frozen,2-3 heures,Intermédiaire,Projet ou tâche longue; Étude de cas,Unité statistique; Valeurs manquantes; Statistiques descriptives; Cartographie,unite-statistique; valeurs-manquantes; statistiques-descriptives; cartographie,intermediaire,Cartographie; Carte; cartes; cartographie; Statistiques descriptives; Statistique descriptive; statistique descriptive; statistiques descriptives; Unité statistique; unité statistique; Valeurs manquantes; Données manquantes; données manquantes; valeurs manquantes,Éducation et territoire,Additionner des ressources de niveaux différents ne donne pas un nombre d’établissements uniques. Une région manquante n’est pas une absence d’établissement.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Additionner des ressources de niveaux différents ne donne pas un nombre d’établissements uniques. Une région manquante n’est pas une absence d’établissement.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.",Examiner les unités et les proportions de régions manquantes par ressource.; Lire les décomptes régionaux et la carte de Montréal en signalant les unités mélangées.; Formuler une limite qui découle de la source et de l’unité observée.,Savoir ouvrir un projet RStudio et exécuter un script R.; Savoir lire un tableau groupé et un graphique descriptif; repérer les valeurs manquantes.,"L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Examiner les unités et les proportions de régions manquantes par ressource.; Lire les décomptes régionaux et la carte de Montréal en signalant les unités mélangées.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Mini-projet guidé,FALSE,Documentation de source et ressources de classe fournies
etablissements-carte-court,Cartographier une ressource scolaire sans mélanger les unités,Comment cartographier une ressource scolaire en conservant son unité?,etablissements-enseignement,Localisation des établissements d'enseignement au Québec,datasets/etablissements-enseignement/activite-courte.qmd,datasets/etablissements-enseignement/activite-courte.R,assets/classroom/etablissements-enseignement.zip,frozen,30-45 minutes,Introduction,Exercice; Exploration de données,Unité statistique; Carte de points; Données ouvertes; Filtrage,unite-statistique; carte-de-points; donnees-ouvertes; filtrage,introduction,Carte de points; carte de points; Données ouvertes; données ouvertes; Filtrage; filtrage; Unité statistique; unité statistique,Éducation et territoire,Additionner des ressources de niveaux différents ne donne pas un nombre d’établissements uniques. Une région manquante n’est pas une absence d’établissement.,Trousse ZIP et projet RStudio; Script R complet; CSV préparés et provenance,FALSE,Additionner des ressources de niveaux différents ne donne pas un nombre d’établissements uniques. Une région manquante n’est pas une absence d’établissement.,pret_a_enseigner,"Extraire la trousse, ouvrir le projet RStudio, installer les packages avant la séance et lancer le script.","Les tableaux et graphiques du script, accompagnés d’une interprétation de 6 à 8 lignes répondant à la question.","Compter les lignes par ressource et identifier leur unité.; Restreindre la carte à la ressource public_ecole, où un point représente un lien école-immeuble.; Formuler une limite qui découle de la source et de l’unité observée.","Savoir ouvrir un projet RStudio et exécuter un script R.; Reconnaître une variable, un décompte et une proportion.","L’unité, la période ou la portée documentaire et les variables utilisées sont nommées.; Compter les lignes par ressource et identifier leur unité.; Restreindre la carte à la ressource public_ecole, où un point représente un lien école-immeuble.; La conclusion répond à la question et explique au moins une limite précise.","Débuter avec le script exécuté par la personne enseignante, puis faire interpréter une seule sortie.; Pour approfondir, modifier une sélection ou un regroupement et justifier ce que cela change.",TRUE,FALSE,Exercice guidé,FALSE,Documentation de source et ressources de classe fournies
